40,It Follows,2014,A curse is passed through sexual contact with relentless pursuers.,2,2023-10-16 19:14:08.152872,2023-10-16 19:14:08.152872,data:image/jpeg;base64 /9j/4AAQSkZJRgABAQAAAQABAAD/2wCEAAoHCBUWFRgSFRISEhgYGBgYGBgYGBgYGBoYGRgZGRgYGBkcIS4lHB4rIRgYJjgmKy8xNjU1GiQ7QDszPy40NTEBDAwMEA8QHxISHDErJCs0MTE0NDQ0NDU0NDQ1NjE0NDU0MTQ0NDE0NDQ2NDQ0NDQ0MTQxNDQ0NDE0NDQ0NDQ0NP/AABEIAREAuAMBIgACEQEDEQH/xAAbAAEAAwEBAQEAAAAAAAAAAAAAAQIDBAUGB//EAEEQAAICAAQDBQQGCAQHAQAAAAECABEDEiExBEFRImFxgZETMlKhBUKxstHwBhQzcoLBwuEVI2KSc5Siw9Pi8VP/xAAYAQEBAQEBAAAAAAAAAAAAAAAAAQIDBP/EACURAQEAAgEEAgICAwAAAAAAAAABAhExEiFBUQNhBBNxkTKBof/aAAwDAQACEQMRAD8A/GYiICIiAiJIgBLiUM0WQWECTAEIEyJYCRAVKmWuQYFWlKlzKEwoJBiRKEREBERAREQEREBERASRIlqgQZokpU1QSC4WTlllk1KilSpE1ZZUrAzqQZowlCJBmZUzQyjCFUiIlCIiAiIgIiICIiAiIgJZZWWWSi6iaIJms3w4iLgSyiAJcCaFSJBWXqIZYMJnU1YSokaZMJmwm7iZkSDKRJMiVSIiAiIgIiICIiAiIgTJAl8LCZjSizN04RzVKdTQ236fKNW8JbJzWeGhO3pzPhOlMEnajy0POia+Rk4XBYoOiHMCBy94jMPkJ1pw2IdFwyM1CrG7K2UDXQUSam8cb5lc8vknixjh4Zq9AO/xI/kZdEu9hW5PynZgYOKQaw2PZUkg0SpLMCepOum+kxwsM5XbJmQZcxuqOuU35nkZrp1pmZ895/bBsMjevXfQHTyI9ZAw7FgjcDfWzdfYZ3YnDYuq+zIylbF6doKqg66+6PWV/UcZQ3+WTlKs2o0ygnkehMdF3xU/bjrmb/l54wib2+tevwgE/aJmmGSaGtWdOgFn7J6i4WNqfZu2UMxObUK6g6G+i3pMcLh8QEMuG1srMuoJyjUsL3rvjp+qs+Wd+8cDYJ0OgBBNnbQ19so+ARqaA5G9Dpeh8CJ6OImIScM4Xugsyg1lWlIIPKhXXcyuJw2KFY+yIA7B1FCqFEXqQTvyJjo+qT5PdjysVK5g6A6d4sfbMp6GPwOKWo4ZBCjTTZQFu/Kc36q9XlNXXndV66TFxsvDrM5ZzGEiaYuGVNEUZnMtb2REQEREBERAREmB3fRqktQFitetWNR3g0Z6XAYfaw71/wA3EF9aG88NCRsSPCXRyNiRW2p+U1jn0+HLPC5b7vruETtaDTPhZedj2RozfhsI5yeRxUK+BwWK/h5T5BMRvibTbU6VtU7eEBKsxdhly0M4XewNT06d874/Nx287eXP8a97vmafXJgBmNZqy4RBU0QCmKQb6cp5f0ZgXwmMdNc5A5nIqtp4TzhhEMoDv2myHU+7lQ1XMds6d02XhiotsQqmcLYJoq6sc/7pAXXvPSW/JbePbGPwan+XOr/T6ji8DQmtWdL/AIcZEH3py4PCEe3/AMtlIxMTKrWCW9k5sWNiAxHlPnKY4gwy+IMzKPfzHtUQQRoeRB8DIbDcrnGI7Uis3aa1dlFA67EMaPcRLfmtu9M4fidOOurl73FcJiNhH2ehAwmJ1ACfq7FrNGgRp5zoXh8hw2NFcPCxAw6ZcHCam6GrPmJ8ng2yOxxHGUDOLPaX3VHfTECjoAwPIzo/Vz7QYftXAK5nYuDQKrZIvTcLR30k/beZPTV/G8W9pvx9PSfCy8bjqRmC4JsA1YGHh8+U6OMwjTnWg+KCeQJxcKh4nX0nz2Jw5Cu7O6spZG7V6rkXKeZBLVewodZzcT2WAL4hRrbMGvMQSAw79BodRrE+a4y7nK38fq1q8TX/AB9JjYS+0Io5cp1vn7eiPJq8jPOGCcoJFHMAegb25sX3TwWx2+Jq15nrf26zM4zfE297nfr498xfnl8OuP41nn06fpZaYVtlFep/nc8+XZidyTKzjbu7evHHUkRERIpERAREQERJEC6maJKKJqgkRqizdCaIB0NWOtbTJROhBNRK3THcbOdwfMVR/wClfQSy8Q4qmOgAHgt0K6DM2neZmFgiXdTpnpoj22dnKtYIbnpt4VQkKBX7RhahTrXZAHZ7wMq+gmZEzaWZfTNw+04oCghXJzUGHIi7F+YBkYvFO4pnLCgNegogHr7q+glCJFSWtTFV+Ic7u2oIOu4ZQpB62FUeQlcfGd/eYt6dSdh3k+sMJBEm11PTmYSjToZZi4marGJJkSqREQEREBERASQZECBqk3UTJBN1WSIupnQkwVZvhzQ3WSRCy8oyaZ5ZuRIqGWDLMzN2EzIkGJlGmrLMyIaZmYuJu0yaQYsJSamVqFUiSZEBERAREQJAkhZAmqyUSs3wzMQJopliOiappMcLWbhZoaIZqszQVLgwLZYMssESssnWZFZ0ESjiQc5EydZuRKMsg5WlGE2cShkac5EqRNmWUZZBkZWaEStSqrEtUSbFZMAS6rKIqaKB3wBNsJJEqtSyILnbhoPhvrD4FmxXrUkyi67CYXSdS4XOZYJqd6uOQl3UZIgqyPwmi8OTrVDkeXlLIhNjQTVOy2rNY10ry2kt1wOd8KpUidzYwOgXx5dNvnMHAO0uOV8pXKwmTCbuJkZ0Ri4mLmbuZyuZGlGlGEloEgpUoRNmEoRJoYkStTVhKFZBmREuREKqElwsLNVS4RAmyKKhcI9N9oUcpRsMRhzFeEtR60Pz85k69JfBw2a6JNC8uvmfKZup3N2ujBPd6zpRuh0nCjTqwRNJt0HF3AI2NEfORnJ7pzjcVpOrB4d3YIiM7Hkilj40JZIqksTpPSH6OcVucJV/fxcFPvuJH+AY/P8AVl8eK4Uf92XTLyXaZM09TG+hMT/9OD/5zhP/ACSq/oxxb+5h4eJ1ycRwr/dxItk5rWq8dzMXWezjfozxiAl+FxqHwqH+4TPJfpEsvFSyzlz5YVDNMtzTDSyE767+/wAZMrpHM8zYztx8KiVGpE4sSSXcWKlpUmQZEihiQYgXWdGGs50E6cIgbi/zvBp0KtaHT57iUqpli49aH0qZHivGSQ1XYjC9QDOrhuy2bUbbb1fKeWvFD4TN0+kwNMp/PnJlN9iS7erxOEFOYZSGLV63M6nH/iqGrU6dB/7TXD+lMEH3GIqqIv8Aq0mcbZO8rX693e40xMqkEk10GrE/Co6xicUxIDKpUe7gg2pba3b6zDr6UJ28L9O8GrFzwgd8pUE+05gjQe2pd9wBXKb8D+kXAAf5n0eti6KtiNYYkm7xV61zsAWZq59uKv69eY8DEAAJKIWzG2AsE8+7/wCzbhiQA5w0IbMBoNAtZm7t68jPrE+mPowpn/w5KF6e0UNvr2DxGY6905sP9Jvo9CWw+CdDWXTmCSSCDiGxZ2nO531WphPce9+iX0tw2FwxvE4ZcZldyjYYbYUlMVq/9N62ek8ni+CDBeL4QeycN7Ij3faui29BdGLHfYXVWZ4uL9NcL9ThSOlhfxMyf6fHZyq65CSnu9ks2diL0BLAG+4TEmW9yV6N4THVs/09tP0kelJZxYBG/MAjbuM876RGHjMX/ZufeYaqx6sOvePO58/xTKSXYOSxNkurEnSyanKXXkCPOanxyXePZyyz3NXVe2n0Vj+8mFiYgF2UUuK78oNecjBXKbNhiPTXXTrPFTiGU5ld0PVWIPqJGJxTsSzYjsTuSzEnxJM7czu89x9V7AQ5i55WKBs3tqNa/NTz+NxGLHMK7qqco4hvib1v7ZRnY7knxiTVJFzFSqkyZQMSYgSriao4rv8AD+85gZcNA3x8QFQOYJ101DBSPsPrMlKgNYJNUvQGxZPlYrv9c2bSoQA7w1tVQTzlmsDkQe78dROjgsbDUt7TD9oGRlAzlSrH3XFA2RrodDcjDwxkZr00AHMnqO4GvXuMDmCwFkUavlKyo1C98uF75gDLXJpWwUdflLZe+YAzREJ6/nlIbjTL3yK75m6sNww8QRLrhMRmAsa+OndB2VYDrJIB1oKL0uyf7zMmbYgGmv1RVddLvzzecIyI6UfUQKPUH5TpGRVrIzNlNkmgGJXKQB01BB+LunIAK3o9NfWVVtIsSmUfEPQyCB1+UaNtsEi9Rm029Jq7pySvMzmWWuTSLsR0iZ3Eopcm4iBEGTEAo8ZoCaoygBO2ssATyMABpREotzSmG9iSoJ21jVNoQDn5SGHITQow3BHlLrhORmytXWjXrL01OqJ4cLWo5EWRtfP5fbGMjLpeYdf7SAjHbXwElc22/gJOmnVGTltj5ay5Fhb0AG3LXpJaxvv3jWPZPWbK1daNRqm4yA08jKVp+flNMpOwJ8pBU76xqrtRjKETUoehklDV5TXWjUaqbYkSJcyDCkXEQEREBERAREQOrh2IRyCQbTbT4p1l7OIoLKQzsCGrmNCK12685x4PuP4r/VOkftMTwf7TOk4jjeacU+gw7ZicjEs16lboCtPe68hI4KwuIQSDkGo399JHF+8P3E+4s04MdnE/cH30m5O54dGO40wu21lCWZr5chWnvdeU6cW8ruGdWV2CU1KqqyAKB0p/kJnikdgMVZ8yahaIXLsTWv1fQzfF/Z4n77/fwp0k5ct8KYgyHEy9i8XD200Ic1pymGHYx8UjQgY1ejTp4jd/+Lh/deYr+3xvDF+xos7xZe1/hjxCZ8XCDWcy4YPXWgZ0MzFHxc7qys2UBqUKrYYChenb+QlG/bYPhhfylx+wfxf7+BJJ3pbwlLV2VeyBxCaDQU2axXTsj0mRVry9rL7Kj8NnDL+v4S2K3axu5kceKuF/r+U9LFQZynL9YCeWQJ/P7ZZjtLlp5ONq2U2wOORR1FLoB55z6TAZiocF2YnWzoRZsZemg9Y4vFPZYbl3cebAA+q/KQQCNRlUtRBFZGP1l/06HT/TXQzneW5w4OIUBmA2DMBz0vSZkS+IpBIO4JB8RKTjXacKxJMiRoiIgIiICIiB1cMpKOACTaaDf603XXExANbz136naedJBm5lpi4727uMNMAdCFQHxCLNOBsh1AJJQUBue2hnHh4ZN1WlX53+E2/VW093Wzv0IH9Qmpld7ZskmturisSsW+mS/JRYne4Yq6KjMGZirj3MrMhsty9z58qnkYPDFgDmoEXZGgGYqdb1IAJrpLLwhus2tE6C9iFPPqSP4ZqZX0xZON8PTdi/tMgL1iIRWtgBxfht6yz4XbLAOrYi4pyNuDlNV438p5C8OSWF1lXNt3A0Reh179pqvAEkjMRRrUd513200POXrt8JZJ5dzjKExWR1KHDWjswG9f7fnJKtkfDCM2ZmpxWQqWRs2bYe58+VTzG4WhZY7Mfd+EMddeeU/wB9argcKWAOYC/MjtV+J/hMnVfS6mt7dvtA+JihTedWy1zohhX+2XLNkydrPlL882b2gF9boE+c89eFuqYm62F1dHta6DXfuPST+pmgQ13ZAAJ2XNv8pOq+lsjZjlbCzaZQubut2bbwMnEDFQpDXYtjqtDMbzfxfKcGMhU5T9lX3zO5m5NTDfdpxD2zMNixI8yTMokEzFu3STXYMiIkUiIgIiICIiAAm6JpquuvKZI1TT2/d85Zpm7XyC9vlpJpeg9Pz+RIVx1HrAYdR6900ndIA+Eekg4Y6X3awr8tOf1pOfXfTxg7rUPhHpKlQTtpW+sZu7u3Mmu/r179IFCgq68tZOQA7fbLaV3eJmYYaXR5e984O6zKNq+UigPq339JbMPiH+6RmHUDU8+UHdbKOg9O6ZYqdB6CaFxqbB02uZDH7vmfWLpZtmR1kSztZuVmGiIiAiIgIiICIiAiIgIiIFkatf51Dvf4ysRs00GLLe2Hf+fOYxLtNRo+Lce2b4jM4jdNRp7dviPymcRJtSIiAiIgIiICIiAiIgIiICIiAiIgIiICIiAiIgIiICIiAiIgIiICIiB//9k=
78,Suicide Club,2001,Police officers investigate a string of mysterious suicides throughout Japan.,3,2023-10-16 19:15:57.801056,2023-10-16 19:15:57.801056,https://m.media-amazon.com/images/M/MV5BNjUzYzQ4NDgtMmRkOS00OGVhLTllNzctZTkzZjI3MDU1Mzc0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg
16,Frankenweenie,2012,A Tim Burton animated film about a boy and his reanimated dog.,1,2023-10-16 19:04:03.576748,2023-10-16 19:04:03.576748,https://m.media-amazon.com/images/M/MV5BMjIxODY3MjEwNV5BMl5BanBnXkFtZTcwOTMzNjc4Nw@@._V1_FMjpg_UX1000_.jpg
7,The Addams Family Values,1993,The sequel to the above with more dark humor.,1,2023-10-16 19:04:03.535644,2023-10-16 19:04:03.535644,https://musicart.xboxlive.com/7/5cfe5100-0000-0000-0000-000000000002/504/image.jpg?w=1920&h=1080
31,Matilda,1996,A family film based on Roald Dahl's novel with a touch of magic.,1,2023-10-16 19:04:03.641881,2023-10-16 19:04:03.641881,https://m.media-amazon.com/images/M/MV5BMWE2YTBhYzItZDAxZS00Mjc3LWIxNmYtMzljZjIxMGE1NmY2XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_FMjpg_UX1000_.jpg
13,Ernest Scared Stupid,1991,A comedic family film with a Halloween theme.,1,2023-10-16 19:04:03.562384,2023-10-16 19:04:03.562384,https://m.media-amazon.com/images/M/MV5BZDA4MzIxY2EtYzQxMy00MmJkLWI1ODktNzFjMDM0Yzg4YjhlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg
10,Coraline,2009,A visually stunning and slightly creepy animated film.,1,2023-10-16 19:04:03.54731,2023-10-16 19:04:03.54731,https://m.media-amazon.com/images/I/61CzwX3jXCL._AC_UF894 1000_QL80_.jpg
1,Hocus Pocus,1993,A family-friendly classic about three witches.,1,2023-10-16 19:04:03.503206,2023-10-16 19:04:03.503206,https://m.media-amazon.com/images/S/pv-target-images/218ffbef25fc4a42f6231ec45a25f158860f454213c70c1900db6da85cc9e788.jpg
3,Monster Family,2017,An animated comedy about a family of monsters on vacation.,1,2023-10-16 19:04:03.515621,2023-10-16 19:04:03.515621,https://m.media-amazon.com/images/M/MV5BMjIzNzUxMjMzNl5BMl5BanBnXkFtZTgwNzg0MTY2NDM@._V1_.jpg
19,The Little Vampire,2000,A family film about a boy who befriends a young vampire.,1,2023-10-16 19:04:03.589363,2023-10-16 19:04:03.589363,https://m.media-amazon.com/images/M/MV5BOTU4NDQ3NzY1NV5BMl5BanBnXkFtZTYwMTQ3NTk2._V1_.jpg
17,Spooky Buddies,2011,A family-friendly movie featuring talking puppies on a Halloween adventure.,1,2023-10-16 19:04:03.581121,2023-10-16 19:04:03.581121,https://m.media-amazon.com/images/M/MV5BMTkxNzkyNjM3MV5BMl5BanBnXkFtZTcwNTY4NzgxNQ@@._V1_.jpg
22,The Monster Squad,1987,A fun and nostalgic monster mash-up for kids.,1,2023-10-16 19:04:03.60174,2023-10-16 19:04:03.60174,https://m.media-amazon.com/images/M/MV5BOTY0ZGRmOGYtNWYyMy00OGY0LTg5N2UtNDY0NWEzYWI3M2I0XkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_.jpg
80,The Blackcoat's Daughter,2015,Two girls are left behind at their boarding school during a winter break and eerie events unfold.,3,2023-10-16 19:15:57.810953,2023-10-16 19:15:57.810953,https://m.media-amazon.com/images/M/MV5BMTY2NTQ3NTEzNF5BMl5BanBnXkFtZTgwMzA0MzY1OTE@._V1_.jpg
64,The Thing,1982,An Antarctic research team is terrorized by an alien shape-shifter.,3,2023-10-16 19:15:57.728558,2023-10-16 19:15:57.728558,https://m.media-amazon.com/images/M/MV5BNGViZWZmM2EtNGYzZi00ZDAyLTk3ODMtNzIyZTBjN2Y1NmM1XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_.jpg
27,E.T. the Extra-Terrestrial,1982,A heartwarming family film with a touch of sci-fi.,1,2023-10-16 19:04:03.622992,2023-10-16 19:04:03.622992,https://m.media-amazon.com/images/I/71bIPWfTGJL.jpg
28,The House with a Clock in Its Walls,2018,A family-friendly fantasy film about a young boy who goes to live with his eccentric uncle in a mysterious  creaky old house with a magical secret.,1,2023-10-16 19:04:03.626642,2023-10-16 19:04:03.626642,https://m.media-amazon.com/images/M/MV5BN2EwYmMzZWQtOWFjNi00NWI1LThmODctNWQ5NzlmYmFmOTM0XkEyXkFqcGdeQXVyMzExODEzNDA@._V1_FMjpg_UX1000_.jpg
26,It's the Great Pumpkin Charlie Brown,1966,A classic Peanuts special.,1,2023-10-16 19:04:03.618247,2023-10-16 19:04:03.618247,https://d28hgpri8am2if.cloudfront.net/book_images/onix/cvr9781665934954/its-the-great-pumpkin-charlie-brown-9781665934954_hr.jpg
5,Hotel Transylvania,2012,An animated comedy featuring Dracula running a hotel for monsters.,1,2023-10-16 19:04:03.526521,2023-10-16 19:04:03.526521,https://m.media-amazon.com/images/M/MV5BMTM3NjQyODI3M15BMl5BanBnXkFtZTcwMDM4NjM0OA@@._V1_FMjpg_UX1000_.jpg
20,Monsters Inc.,2001,Two monsters working at a scare factory discover the power of laughter when a young girl enters their monster world.,1,2023-10-16 19:04:03.59332,2023-10-16 19:04:03.59332,https://m.media-amazon.com/images/M/MV5BMTY1NTI0ODUyOF5BMl5BanBnXkFtZTgwNTEyNjQ0MDE@._V1_.jpg
2,Casper,1995,A friendly ghost befriends a young girl.,1,2023-10-16 19:04:03.510053,2023-10-16 19:04:03.510053,https://flxt.tmsimg.com/assets/p16786_p_v13_bc.jpg
9,Corpse Bride,2005,A Tim Burton stop-motion animation with a dark,1,2023-10-16 19:04:03.543338,2023-10-16 19:04:03.543338,https://m.media-amazon.com/images/M/MV5BMTk1MTY1NjU4MF5BMl5BanBnXkFtZTcwNjIzMTEzMw@@._V1_.jpg
25,Beetlejuice,1988,A darkly comedic tale of the afterlife.,1,2023-10-16 19:04:03.613854,2023-10-16 19:04:03.613854,https://m.media-amazon.com/images/M/MV5BZDdmNjBlYTctNWU0MC00ODQxLWEzNDQtZGY1NmRhYjNmNDczXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_FMjpg_UX1000_.jpg
8,ParaNorman,2012,An animated film that blends comedy and spookiness.,1,2023-10-16 19:04:03.539553,2023-10-16 19:04:03.539553,https://m.media-amazon.com/images/M/MV5BMjA1OTU1NDM3N15BMl5BanBnXkFtZTcwMjYxNTg0Nw@@._V1_FMjpg_UX1000_.jpg
11,The Haunted Mansion,2003,A Disney comedy based on their theme park ride.,1,2023-10-16 19:04:03.5527,2023-10-16 19:04:03.5527,https://lumiere-a.akamaihd.net/v1/images/p_thehauntedmansion_19914_a41c25a3.jpeg
14,Ghostbusters,1984,A paranormal comedy with a mix of scares and laughs.,1,2023-10-16 19:04:03.566669,2023-10-16 19:04:03.566669,https://m.media-amazon.com/images/M/MV5BMTkxMjYyNzgwMl5BMl5BanBnXkFtZTgwMTE3MjYyMTE@._V1_FMjpg_UX1000_.jpg
29,The Goonies,1985,An adventure comedy with a treasure hunt.,1,2023-10-16 19:04:03.631919,2023-10-16 19:04:03.631919,https://m.media-amazon.com/images/I/61wNEQf481L._AC_UF894 1000_QL80_.jpg
6,The Addams Family,1991,A macabre comedy about an eccentric family.,1,2023-10-16 19:04:03.531909,2023-10-16 19:04:03.531909,https://flxt.tmsimg.com/assets/p13571_p_v12_an.jpg
15,Casper Meets Wendy,1998,Another Casper adventure,1,2023-10-16 19:04:03.572346,2023-10-16 19:04:03.572346,https://static.wikia.nocookie.net/casper/images/e/e5/CasperMeetsWendy.jpg/revision/latest?cb=20160321014815
30,Kiki's Delivery Service,1989,A Studio Ghibli animated film about a young witch.,1,2023-10-16 19:04:03.636285,2023-10-16 19:04:03.636285,https://m.media-amazon.com/images/M/MV5BYTQ1ZTM1ZTgtN2Q2Ny00YjFkLTliNjEtN2I1ZmY5ZTY1OTEzXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_.jpg
21,The Witches,1990,Roald Dahl's story turned into a comedy-fantasy film.,1,2023-10-16 19:04:03.597542,2023-10-16 19:04:03.597542,https://m.media-amazon.com/images/M/MV5BMjI1MDg5NzAyMV5BMl5BanBnXkFtZTgwNzU5Mzk4NjE@._V1_.jpg
12,The Nightmare Before Christmas,1993,A Tim Burton stop-motion musical that combines Halloween and Christmas.,1,2023-10-16 19:04:03.557812,2023-10-16 19:04:03.557812,https://m.media-amazon.com/images/M/MV5BNWE4OTNiM2ItMjY4Ni00ZTViLWFiZmEtZGEyNGY2ZmNlMzIyXkEyXkFqcGdeQXVyMDU5NDcxNw@@._V1_.jpg
23,Gremlins,1984,A comedy-horror film about mischievous creatures.,1,2023-10-16 19:04:03.605799,2023-10-16 19:04:03.605799,https://flxt.tmsimg.com/assets/p8660_v_v13_ai.jpg
4,Monster House,2006,A family-friendly animated film with a haunted house theme.,1,2023-10-16 19:04:03.521037,2023-10-16 19:04:03.521037,https://m.media-amazon.com/images/M/MV5BMTIzNjE1NDg1N15BMl5BanBnXkFtZTcwOTg2NTMzMQ@@._V1_.jpg
18,Wallace & Gromit: The Curse of the Were-Rabbit,2005,A stop-motion comedy adventure.,1,2023-10-16 19:04:03.585387,2023-10-16 19:04:03.585387,https://m.media-amazon.com/images/M/MV5BZmExY2Y3NGQtMzg5ZC00MGY1LTk3ZjktNWYyYzYwMTA1MTUwXkEyXkFqcGdeQXVyNjk1Njg5NTA@._V1_.jpg
60,The Orphanage,2007,A woman returns to her childhood home to open an orphanage but uncovers dark secrets.,2,2023-10-16 19:14:08.243905,2023-10-16 19:14:08.243905,https://flxt.tmsimg.com/assets/p170336_p_v8_al.jpg
62,The Cabin in the Woods,2012,Five friends on a trip become victims of a mysterious organization's deadly games.,2,2023-10-16 19:14:08.253438,2023-10-16 19:14:08.253438,https://m.media-amazon.com/images/M/MV5BNTUxNzYyMjg2N15BMl5BanBnXkFtZTcwMTExNzExNw@@._V1_.jpg
59,Drag Me to Hell,2009,A young woman is cursed by a sinister old woman.,2,2023-10-16 19:14:08.235929,2023-10-16 19:14:08.235929,https://m.media-amazon.com/images/M/MV5BMTQwNTMyNjc5Ml5BMl5BanBnXkFtZTcwOTI2MTQ0Mg@@._V1_.jpg
61,28 Days Later,2002,A man wakes up in a post-apocalyptic world overrun by zombie-like creatures.,2,2023-10-16 19:14:08.248936,2023-10-16 19:14:08.248936,https://m.media-amazon.com/images/M/MV5BYTFkM2ViMmQtZmI5NS00MjQ2LWEyN2EtMTI1ZmNlZDU3MTZjXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_.jpg
58,The Grudge,2004,A curse afflicts anyone who enters a house where a murder occurred.,2,2023-10-16 19:14:08.23238,2023-10-16 19:14:08.23238,https://www.sonypictures.com/sites/default/files/styles/max_560x840/public/chameleon/title-movie/234590_grudge_the_2004_1400x2100_3.jpg?itok=vq0-vtnI
46,The Ring,2002,Watching a cursed videotape leads to a terrifying curse.,2,2023-10-16 19:14:08.182742,2023-10-16 19:14:08.182742,https://m.media-amazon.com/images/M/MV5BNDA2NTg2NjE4Ml5BMl5BanBnXkFtZTYwMjYxMDg5._V1_.jpg
